22
26
22
16
14
10
20
10
12
13
15
25
9
27
13
41
114
58
43
65
50
124
113
92
90
138
158
179
219
278
331
253
179
224
280
203
200
244
191
244
216
247
234
199
172
230
195
217
242
174
241
260
113
107
139
219
141
146
195
245
154
142
148
168
205
208
252
178
100
166
143
134
185
172
206
160
163
320
94
288
183
135
166
165
153
183
174
158
130
172
